Cust Key,Cust Name,Cust Address,Cust City,Cust State,Cust Zip Code,Cust County,Cust Region,Cust Since,Cust Type,Cust Gender,Cust Age,Age Group,Civil Status,Loyalty Program,AGE_GROUP,CIVIL_STATUS,CUST_ADDRESS,CUST_AGE,CUST_CITY,CUST_COUNTY,CUST_GENDER,CUST_KEY,CUST_NAME,CUST_REGION,CUST_SINCE,CUST_STATE,CUST_TYPE,CUST_ZIP_CODE,BIRTHDAY_MONTH,BIRTHDAY_DAY,DOWNLOADED_APP,LOYALTY_TIER,LOYALTY_PROGRAM,Updated At,Updated By
4452,Alison Kaur,16 Blean Avenue,Baton Rouge,Louisiana,70826,"East Baton Rouge Parish, Louisiana",South,2016-09-16 00:00:00,Individual,Female,48,36-55,Single,0,36-55,Widowed,16 Blean Avenue,48.0,Baton Rouge,"East Baton Rouge Parish, Louisiana",Female,4452.0,Alison Kaur,South,2016-09-16,Louisiana,Individual,70826,,,,,0,,
4458,Liliana Bayliss,997 King Walk,Tempe,Arizona,85282,"Maricopa County, Arizona",Southwest,2019-11-15 00:00:00,Individual,Female,26,18-35,Single,0,18-35,Widowed,997 King Walk,26.0,Tempe,"Maricopa County, Arizona",Female,4458.0,Liliana Bayliss,Southwest,2019-11-15,Arizona,Individual,85282,,,,,0,,
4524,Robyn Lewin,534 Black Swan Boulevard,Costa Mesa,California,92628,"Orange County, California",West,2008-10-27 00:00:00,Individual,Female,42,36-55,Single,0,36-55,Widowed,534 Black Swan Boulevard,42.0,Costa Mesa,"Orange County, California",Female,4524.0,Robyn Lewin,West,2008-10-27,California,Individual,92628,,,,,0,,
4710,Chanelle Cox,573 Camera Road,Minneapolis,Minnesota,55401,"Hennepin County, Minnesota",Midwest,2008-09-26 00:00:00,Individual,Female,53,36-55,Single,0,36-55,Widowed,573 Camera Road,53.0,Minneapolis,"Hennepin County, Minnesota",Female,4710.0,Chanelle Cox,Midwest,2008-09-26,Minnesota,Individual,55401,,,,,0,,
4842,Felicity Newman,46 Earl Rise Boulevard,Costa Mesa,California,92628,"Orange County, California",West,2018-07-18 00:00:00,Individual,Female,37,36-55,Single,0,36-55,Widowed,46 Earl Rise Boulevard,37.0,Costa Mesa,"Orange County, California",Female,4842.0,Felicity Newman,West,2018-07-18,California,Individual,92628,,,,,0,,
4932,Emely Ripley,719 Union Walk,Sioux Falls,South Dakota,57104,"Lincoln County, South Dakota",Midwest,2019-11-22 00:00:00,Individual,Female,34,18-35,Single,0,18-35,Widowed,719 Union Walk,34.0,Sioux Falls,"Lincoln County, South Dakota",Female,4932.0,Emely Ripley,Midwest,2019-11-22,South Dakota,Individual,57104,,,,,0,,
4968,Mark Lewis,64 Emden Lane,Warwick,Rhode Island,02886,"Kent County, Rhode Island",East,2010-07-30 00:00:00,Individual,Male,28,18-35,Single,0,18-35,Widowed,64 Emden Lane,28.0,Warwick,"Kent County, Rhode Island",Male,4968.0,Mark Lewis,East,2010-07-30,Rhode Island,Individual,02886,,,,,0,,
4969,Barry Moore,590 Catherine Pass,Orlando,Florida,32802,"Orange County, Florida",South,2009-08-09 00:00:00,Individual,Male,26,18-35,Divorced,1,18-35,Divorced,590 Catherine Pass,26.0,Orlando,"Orange County, Florida",Male,4969.0,Barry Moore,South,2009-08-09,Florida,Individual,32802,2.0,11.0,1.0,platinum_member,1,,
4014,Barry Alexander,836 Longleigh Tunnel,Carson,California,90745,"Los Angeles County, California",West,2010-03-16 00:00:00,Individual,Male,73,56+,Divorced,1,56+,Divorced,836 Longleigh Tunnel,73.0,Carson,"Los Angeles County, California",Male,4014.0,Barry Alexander,West,2010-03-16,California,Individual,90745,,,,,0,,
4058,Kamila Avery,127 Andrews Walk,Clovis,California,93611,"Fresno County, California",West,2017-11-20 00:00:00,Individual,Female,85,56+,Married,1,56+,Married,127 Andrews Walk,85.0,Clovis,"Fresno County, California",Female,4058.0,Kamila Avery,West,2017-11-20,California,Individual,93611,,,,,0,,
4102,Sarah Holmes,631 Arthur Road,Newport News,Virginia,23501,"Newport News City, Virginia",East,2009-07-03 00:00:00,Individual,Female,85,56+,Divorced,1,56+,Divorced,631 Arthur Road,85.0,Newport News,"Newport News City, Virginia",Female,4102.0,Sarah Holmes,East,2009-07-03,Virginia,Individual,23501,,,,,0,,
4162,Rick Davies,626 East Walk,San Francisco,California,94188,"San Francisco County, California",West,2017-07-09 00:00:00,Individual,Male,75,56+,Married,1,56+,Married,626 East Walk,75.0,San Francisco,"San Francisco County, California",Male,4162.0,Rick Davies,West,2017-07-09,California,Individual,94188,,,,,0,,
4166,Jayden Johnson,387 Bacon Way,Longview,Texas,75601,"Gregg County, Texas",Southwest,2020-03-01 00:00:00,Individual,Male,80,56+,Divorced,1,56+,Divorced,387 Bacon Way,80.0,Longview,"Gregg County, Texas",Male,4166.0,Jayden Johnson,Southwest,2020-03-01,Texas,Individual,75601,,,,,0,,
4366,Julian Hall,486 Bigland Rue,Greenville,North Carolina,27833,"Pitt County, North Carolina",South,2020-05-11 00:00:00,Individual,Male,63,56+,Married,1,56+,Married,486 Bigland Rue,63.0,Greenville,"Pitt County, North Carolina",Male,4366.0,Julian Hall,South,2020-05-11,North Carolina,Individual,27833,,,,,0,,
4534,Ivy Lynch,885 Church Way,Scottsdale,Arizona,85251,"Maricopa County, Arizona",Southwest,2018-12-23 00:00:00,Individual,Female,88,56+,Divorced,1,56+,Divorced,885 Church Way,88.0,Scottsdale,"Maricopa County, Arizona",Female,4534.0,Ivy Lynch,Southwest,2018-12-23,Arizona,Individual,85251,,,,,0,,
4586,Rick Bowen,800 Camdale Walk,South Gate,California,90280,"Los Angeles County, California",West,2018-05-27 00:00:00,Individual,Male,56,56+,Single,1,56+,Single,800 Camdale Walk,56.0,South Gate,"Los Angeles County, California",Male,4586.0,Rick Bowen,West,2018-05-27,California,Individual,90280,,,,,0,,
4682,Hank Gordon,609 Garfield Grove,Buena Park,California,90620,"Orange County, California",West,2015-09-10 00:00:00,Individual,Male,65,56+,Single,1,56+,Single,609 Garfield Grove,65.0,Buena Park,"Orange County, California",Male,4682.0,Hank Gordon,West,2015-09-10,California,Individual,90620,,,,,0,,
4702,Isla Woodley,199 Arctic Boulevard,Buena Park,California,90620,"Orange County, California",West,2014-12-17 00:00:00,Individual,Female,85,56+,Married,1,56+,Married,199 Arctic Boulevard,85.0,Buena Park,"Orange County, California",Female,4702.0,Isla Woodley,West,2014-12-17,California,Individual,90620,,,,,0,,
4738,Julius Squire,34 Burton Hill,Oakland,California,94612,"Alameda County, California",West,2010-01-30 00:00:00,Individual,Male,66,56+,Single,1,56+,Single,34 Burton Hill,66.0,Oakland,"Alameda County, California",Male,4738.0,Julius Squire,West,2010-01-30,California,Individual,94612,,,,,0,,
4782,Nathan Terry,777 Cloth Hill,St. Joseph,Missouri,64501,"Buchanan County, Missouri",Midwest,2022-04-01 00:00:00,Individual,Male,86,56+,Divorced,1,56+,Divorced,777 Cloth Hill,86.0,St. Joseph,"Buchanan County, Missouri",Male,4782.0,Nathan Terry,Midwest,2022-04-01,Missouri,Individual,64501,,,,,0,,
4822,Ryan Dwyer,847 Archery Boulevard,Palm Bay,Florida,32905,"Brevard County, Florida",South,2018-03-27 00:00:00,Individual,Male,62,56+,Married,1,56+,Married,847 Archery Boulevard,62.0,Palm Bay,"Brevard County, Florida",Male,4822.0,Ryan Dwyer,South,2018-03-27,Florida,Individual,32905,,,,,0,,
4318,Rosemary Gunn,19 Charterhouse Street,Detroit,Michigan,48233,"Wayne County, Michigan",Midwest,2010-06-04 00:00:00,Individual,Female,83,56+,Divorced,1,56+,Divorced,19 Charterhouse Street,83.0,Detroit,"Wayne County, Michigan",Female,4318.0,Rosemary Gunn,Midwest,2010-06-04,Michigan,Individual,48233,,,,,0,,
4582,Lucas Egerton,596 Thrale Boulevard,Peoria,Illinois,61601,"Peoria County, Illinois",Midwest,2024-08-12 00:00:00,Individual,Male,83,56+,Divorced,1,56+,Divorced,596 Thrale Boulevard,83.0,Peoria,"Peoria County, Illinois",Male,4582.0,Lucas Egerton,Midwest,2024-08-12,Illinois,Individual,61601,,,,,0,,
4890,Aiden Yarlett,375 Charnwood Walk,Las Vegas,Nevada,89199,"Clark County, Nevada",West,2022-10-19 00:00:00,Individual,Male,61,56+,Single,1,56+,Single,375 Charnwood Walk,61.0,Las Vegas,"Clark County, Nevada",Male,4890.0,Aiden Yarlett,West,2022-10-19,Nevada,Individual,89199,,,,,0,,
4126,Jane Seymour,773 Battersea Lane,Aurora,Illinois,60505,"DuPage County, Illinois",Midwest,2023-01-20 00:00:00,Individual,Female,62,56+,Single,1,56+,Single,773 Battersea Lane,62.0,Aurora,"DuPage County, Illinois",Female,4126.0,Jane Seymour,Midwest,2023-01-20,Illinois,Individual,60505,,,,,0,,
4570,Michael Kelly,563 Balham Tunnel,Omaha,Nebraska,68108,"Douglas County, Nebraska",Midwest,2008-04-09 00:00:00,Individual,Male,69,56+,Divorced,1,56+,Divorced,563 Balham Tunnel,69.0,Omaha,"Douglas County, Nebraska",Male,4570.0,Michael Kelly,Midwest,2008-04-09,Nebraska,Individual,68108,,,,,0,,
4522,Mason Swift,52 Cable Avenue,Southfield,Michigan,48034,"Oakland County, Michigan",Midwest,2025-07-04 00:00:00,Individual,Male,67,56+,Divorced,1,56+,Divorced,52 Cable Avenue,67.0,Southfield,"Oakland County, Michigan",Male,4522.0,Mason Swift,Midwest,2025-07-04,Michigan,Individual,48034,,,,,0,,
4386,Davina Drake,602 Marina Alley,Santa Ana,California,92711,"Orange County, California",West,2012-02-25 00:00:00,Individual,Female,81,56+,Married,1,56+,Married,602 Marina Alley,81.0,Santa Ana,"Orange County, California",Female,4386.0,Davina Drake,West,2012-02-25,California,Individual,92711,5.0,27.0,0.0,,1,,
4830,Hank Lomax,763 Belmore Hill,Fullerton,California,92834,"Orange County, California",West,2018-01-07 00:00:00,Individual,Male,67,56+,Married,1,56+,Married,763 Belmore Hill,67.0,Fullerton,"Orange County, California",Male,4830.0,Hank Lomax,West,2018-01-07,California,Individual,92834,12.0,15.0,1.0,platinum_member,1,,
3922,Alexander Mason,333 Coborn Avenue,Sacramento,California,95813,"Sacramento County, California",West,2022-03-28 00:00:00,Individual,Male,74,56+,Divorced,1,56+,Divorced,333 Coborn Avenue,74.0,Sacramento,"Sacramento County, California",Male,3922.0,Alexander Mason,West,2022-03-28,California,Individual,95813,8.0,29.0,1.0,,1,,
3930,Colleen Whittle,581 Emden Road,Bethlehem,Pennsylvania,18015,"Lehigh County, Pennsylvania",East,2025-01-25 00:00:00,Individual,Female,60,56+,Divorced,1,56+,Divorced,581 Emden Road,60.0,Bethlehem,"Lehigh County, Pennsylvania",Female,3930.0,Colleen Whittle,East,2025-01-25,Pennsylvania,Individual,18015,4.0,28.0,0.0,at_risk,1,,
3978,Amy Jobson,936 Heritage Lane,Antioch,California,94509,"Contra Costa County, California",West,2021-03-05 00:00:00,Individual,Female,62,56+,Divorced,1,56+,Divorced,936 Heritage Lane,62.0,Antioch,"Contra Costa County, California",Female,3978.0,Amy Jobson,West,2021-03-05,California,Individual,94509,10.0,11.0,0.0,at_risk,1,,
4022,Henry Lindsay,856 Wadham Lane,Antioch,California,94509,"Contra Costa County, California",West,2006-08-17 00:00:00,Individual,Male,67,56+,Divorced,1,56+,Divorced,856 Wadham Lane,67.0,Antioch,"Contra Costa County, California",Male,4022.0,Henry Lindsay,West,2006-08-17,California,Individual,94509,7.0,19.0,1.0,,1,,
4054,Janelle Hill,485 Burton Boulevard,Las Vegas,Nevada,89199,"Clark County, Nevada",West,2013-12-24 00:00:00,Individual,Female,87,56+,Divorced,1,56+,Divorced,485 Burton Boulevard,87.0,Las Vegas,"Clark County, Nevada",Female,4054.0,Janelle Hill,West,2013-12-24,Nevada,Individual,89199,10.0,27.0,0.0,at_risk,1,,
4090,Juliet Shields,909 Lake Pass,Lexington-Fayette,Kentucky,40511,"Fayette County, Kentucky",South,2017-04-08 00:00:00,Individual,Female,57,56+,Divorced,1,56+,Divorced,909 Lake Pass,57.0,Lexington-Fayette,"Fayette County, Kentucky",Female,4090.0,Juliet Shields,South,2017-04-08,Kentucky,Individual,40511,9.0,15.0,0.0,platinum_member,1,,
4110,Bart Vinton,587 Durnford Road,Shreveport,Louisiana,71102,"Bossier Parish, Louisiana",South,2022-03-08 00:00:00,Individual,Male,65,56+,Divorced,1,56+,Divorced,587 Durnford Road,65.0,Shreveport,"Bossier Parish, Louisiana",Male,4110.0,Bart Vinton,South,2022-03-08,Louisiana,Individual,71102,3.0,17.0,1.0,platinum_member,1,,
4414,Leroy Bailey,166 Mariner Crossroad,West Palm Beach,Florida,33401,"Palm Beach County, Florida",South,2007-08-07 00:00:00,Individual,Male,57,56+,Divorced,1,56+,Divorced,166 Mariner Crossroad,57.0,West Palm Beach,"Palm Beach County, Florida",Male,4414.0,Leroy Bailey,South,2007-08-07,Florida,Individual,33401,1.0,27.0,0.0,platinum_member,1,,
4542,Summer Gonzales,183 Cleaver Way,Baton Rouge,Louisiana,70826,"East Baton Rouge Parish, Louisiana",South,2013-08-21 00:00:00,Individual,Female,79,56+,Divorced,1,56+,Divorced,183 Cleaver Way,79.0,Baton Rouge,"East Baton Rouge Parish, Louisiana",Female,4542.0,Summer Gonzales,South,2013-08-21,Louisiana,Individual,70826,8.0,13.0,0.0,platinum_member,1,,
4654,Ruby Edley,777 Chester  Boulevard,Buena Park,California,90620,"Orange County, California",West,2024-07-07 00:00:00,Individual,Female,67,56+,Divorced,1,56+,Divorced,777 Chester  Boulevard,67.0,Buena Park,"Orange County, California",Female,4654.0,Ruby Edley,West,2024-07-07,California,Individual,90620,4.0,15.0,1.0,at_risk,1,,
4934,Elijah Forester,230 Elba Drive,Lewisville,Texas,75029,"Dallas County, Texas",Southwest,2013-06-19 00:00:00,Individual,Male,81,56+,Divorced,1,56+,Divorced,230 Elba Drive,81.0,Lewisville,"Dallas County, Texas",Male,4934.0,Elijah Forester,Southwest,2013-06-19,Texas,Individual,75029,3.0,6.0,0.0,,1,,
4298,Shannon Carson,617 Apothecary Lane,Wichita,Kansas,67276,"Sedgwick County, Kansas",Midwest,2010-03-07 00:00:00,Individual,Female,56,56+,Divorced,1,56+,Divorced,617 Apothecary Lane,56.0,Wichita,"Sedgwick County, Kansas",Female,4298.0,Shannon Carson,Midwest,2010-03-07,Kansas,Individual,67276,9.0,12.0,1.0,,1,,
4374,Raquel Gordon,980 Sundown Way,Gastonia,North Carolina,28052,"Gaston County, North Carolina",South,2018-02-01 00:00:00,Individual,Female,66,56+,Divorced,1,56+,Divorced,980 Sundown Way,66.0,Gastonia,"Gaston County, North Carolina",Female,4374.0,Raquel Gordon,South,2018-02-01,North Carolina,Individual,28052,,,,,0,,
4302,Maggie Cassidy,412 Unwin Alley,Ann Arbor,Michigan,48104,"Washtenaw County, Michigan",Midwest,2011-07-06 00:00:00,Individual,Female,64,56+,Divorced,1,56+,Divorced,412 Unwin Alley,64.0,Ann Arbor,"Washtenaw County, Michigan",Female,4302.0,Maggie Cassidy,Midwest,2011-07-06,Michigan,Individual,48104,,,,,0,,
3926,Noah Torres,525 Arline Vale,Centennial,Colorado,80122,"Arapahoe County, Colorado",Southwest,2006-03-27 00:00:00,Individual,Male,75,56+,Single,1,56+,Widowed,525 Arline Vale,75.0,Centennial,"Arapahoe County, Colorado",Male,3926.0,Noah Torres,Southwest,2006-03-27,Colorado,Individual,80122,,,,,0,,
3958,Enoch Addley,900 Mariner Drive,Houston,Texas,77201,"Harris County, Texas",Southwest,2018-11-06 00:00:00,Individual,Male,56,56+,Single,1,56+,Widowed,900 Mariner Drive,56.0,Houston,"Harris County, Texas",Male,3958.0,Enoch Addley,Southwest,2018-11-06,Texas,Individual,77201,,,,,0,,
3982,Kendra Redfern,799 Carnegie Route,Roswell,Georgia,30075,"Fulton County, Georgia",South,2015-07-05 00:00:00,Individual,Female,77,56+,Single,1,56+,Widowed,799 Carnegie Route,77.0,Roswell,"Fulton County, Georgia",Female,3982.0,Kendra Redfern,South,2015-07-05,Georgia,Individual,30075,,,,,0,,
4030,Jazmin Russel,135 Camdale Avenue,O'Fallon,Missouri,63366,"St. Charles County, Missouri",Midwest,2020-08-15 00:00:00,Individual,Female,87,56+,Single,1,56+,Widowed,135 Camdale Avenue,87.0,O'Fallon,"St. Charles County, Missouri",Female,4030.0,Jazmin Russel,Midwest,2020-08-15,Missouri,Individual,63366,,,,,0,,
4246,Gabriel Ellwood,749 Maple Drive,Omaha,Nebraska,68108,"Douglas County, Nebraska",Midwest,2007-05-22 00:00:00,Individual,Male,75,56+,Single,1,56+,Widowed,749 Maple Drive,75.0,Omaha,"Douglas County, Nebraska",Male,4246.0,Gabriel Ellwood,Midwest,2007-05-22,Nebraska,Individual,68108,,,,,0,,
4286,Rosie Devonport,876 Eldon Walk,Aurora,Illinois,60505,"DuPage County, Illinois",Midwest,2024-09-11 00:00:00,Individual,Female,76,56+,Single,1,56+,Widowed,876 Eldon Walk,76.0,Aurora,"DuPage County, Illinois",Female,4286.0,Rosie Devonport,Midwest,2024-09-11,Illinois,Individual,60505,,,,,0,,
4450,Josh Archer,341 Cockspur Rue,Houston,Texas,77001,"Harris County, Texas",Southwest,2015-01-24 00:00:00,Individual,Male,72,56+,Single,1,56+,Widowed,341 Cockspur Rue,72.0,Houston,"Harris County, Texas",Male,4450.0,Josh Archer,Southwest,2015-01-24,Texas,Individual,77001,,,,,0,,
4462,Maxwell Bell,149 Berry Alley,Lexington-Fayette,Kentucky,40511,"Fayette County, Kentucky",South,2016-03-31 00:00:00,Individual,Male,67,56+,Single,1,56+,Widowed,149 Berry Alley,67.0,Lexington-Fayette,"Fayette County, Kentucky",Male,4462.0,Maxwell Bell,South,2016-03-31,Kentucky,Individual,40511,,,,,0,,
4510,Lucy Daniells,676 Rivervalley Route,Costa Mesa,California,92628,"Orange County, California",West,2007-05-06 00:00:00,Individual,Female,60,56+,Single,1,56+,Widowed,676 Rivervalley Route,60.0,Costa Mesa,"Orange County, California",Female,4510.0,Lucy Daniells,West,2007-05-06,California,Individual,92628,,,,,0,,
4726,John Newton,872 Timber Drive,Hoover,Alabama,35226,"Jefferson County, Alabama",South,2008-07-24 00:00:00,Individual,Male,56,56+,Single,1,56+,Widowed,872 Timber Drive,56.0,Hoover,"Jefferson County, Alabama",Male,4726.0,John Newton,South,2008-07-24,Alabama,Individual,35226,,,,,0,,
4742,Estrella Riley,506 Billing Grove,Edinburg,Texas,78539,"Hidalgo County, Texas",Southwest,2007-06-16 00:00:00,Individual,Female,62,56+,Single,1,56+,Widowed,506 Billing Grove,62.0,Edinburg,"Hidalgo County, Texas",Female,4742.0,Estrella Riley,Southwest,2007-06-16,Texas,Individual,78539,,,,,0,,
4798,Parker Hamilton,196 Virginia Crossroad,Palm Bay,Florida,32905,"Brevard County, Florida",South,2015-06-17 00:00:00,Individual,Female,62,56+,Single,1,56+,Widowed,196 Virginia Crossroad,62.0,Palm Bay,"Brevard County, Florida",Female,4798.0,Parker Hamilton,South,2015-06-17,Florida,Individual,32905,,,,,0,,
4814,Isabella Terry,492 Belfort Lane,Longview,Texas,75601,"Gregg County, Texas",Southwest,2010-07-03 00:00:00,Individual,Female,83,56+,Single,1,56+,Widowed,492 Belfort Lane,83.0,Longview,"Gregg County, Texas",Female,4814.0,Isabella Terry,Southwest,2010-07-03,Texas,Individual,75601,,,,,0,,
4834,William Sawyer,504 Aberavon Pass,St. Louis,Missouri,63155,"St. Louis County, Missouri",Midwest,2016-08-10 00:00:00,Individual,Male,82,56+,Single,1,56+,Widowed,504 Aberavon Pass,82.0,St. Louis,"St. Louis County, Missouri",Male,4834.0,William Sawyer,Midwest,2016-08-10,Missouri,Individual,63155,,,,,0,,
4438,Lily Malone,168 South Pass,St. Joseph,Missouri,64501,"Buchanan County, Missouri",Midwest,2022-11-15 00:00:00,Individual,Female,73,56+,Single,1,56+,Widowed,168 South Pass,73.0,St. Joseph,"Buchanan County, Missouri",Female,4438.0,Lily Malone,Midwest,2022-11-15,Missouri,Individual,64501,,,,,0,,
4154,Leroy Howard,482 Rivervalley Avenue,Naperville,Illinois,60540,"DuPage County, Illinois",Midwest,2022-11-27 00:00:00,Individual,Male,60,56+,Single,1,56+,Widowed,482 Rivervalley Avenue,60.0,Naperville,"DuPage County, Illinois",Male,4154.0,Leroy Howard,Midwest,2022-11-27,Illinois,Individual,60540,,,,,0,,
4426,Sara Daniells,678 Oxford Walk,Troy,Michigan,48007,"Newaygo County, Michigan",Midwest,2016-06-28 00:00:00,Individual,Female,62,56+,Single,1,56+,Widowed,678 Oxford Walk,62.0,Troy,"Newaygo County, Michigan",Female,4426.0,Sara Daniells,Midwest,2016-06-28,Michigan,Individual,48007,,,,,0,,
4846,Lucas May,582 Wadham Rue,Wichita,Kansas,67276,"Sedgwick County, Kansas",Midwest,2020-05-23 00:00:00,Individual,Male,64,56+,Single,1,56+,Widowed,582 Wadham Rue,64.0,Wichita,"Sedgwick County, Kansas",Male,4846.0,Lucas May,Midwest,2020-05-23,Kansas,Individual,67276,,,,,0,,
4870,Bob Farrant,731 South Drive,Lafayette,Indiana,47901,"Tippecanoe County, Indiana",Midwest,2021-07-20 00:00:00,Individual,Male,63,56+,Single,1,56+,Widowed,731 South Drive,63.0,Lafayette,"Tippecanoe County, Indiana",Male,4870.0,Bob Farrant,Midwest,2021-07-20,Indiana,Individual,47901,,,,,0,,
3874,Danny Baxter,653 Battis Rue,Wichita,Kansas,67276,"Sedgwick County, Kansas",Midwest,2017-03-20 00:00:00,Individual,Male,65,56+,Single,1,56+,Widowed,653 Battis Rue,65.0,Wichita,"Sedgwick County, Kansas",Male,3874.0,Danny Baxter,Midwest,2017-03-20,Kansas,Individual,67276,,,,,0,,
4074,Rocco Clark,140 Battis Boulevard,Corona,California,91718,"Riverside County, California",West,2015-02-08 00:00:00,Individual,Male,62,56+,Single,1,56+,Single,140 Battis Boulevard,62.0,Corona,"Riverside County, California",Male,4074.0,Rocco Clark,West,2015-02-08,California,Individual,91718,6.0,16.0,0.0,at_risk,1,,
4278,Michaela Oswald,10 Babmaes Alley,Elizabeth,New Jersey,07208,"Union County, New Jersey",East,2024-04-19 00:00:00,Individual,Female,57,56+,Single,1,56+,Single,10 Babmaes Alley,57.0,Elizabeth,"Union County, New Jersey",Female,4278.0,Michaela Oswald,East,2024-04-19,New Jersey,Individual,07208,4.0,11.0,1.0,platinum_member,1,,
4770,Helen Vernon,300 Western Vale,Chino Hills,California,91709,"San Bernardino County, California",West,2021-08-07 00:00:00,Individual,Female,71,56+,Single,1,56+,Single,300 Western Vale,71.0,Chino Hills,"San Bernardino County, California",Female,4770.0,Helen Vernon,West,2021-08-07,California,Individual,91709,6.0,23.0,0.0,at_risk,1,,
4326,Monica Murray,144 Marina Road,Appleton,Wisconsin,54911,"Calumet County, Wisconsin",Midwest,2023-11-05 00:00:00,Individual,Female,59,56+,Single,1,56+,Single,144 Marina Road,59.0,Appleton,"Calumet County, Wisconsin",Female,4326.0,Monica Murray,Midwest,2023-11-05,Wisconsin,Individual,54911,11.0,1.0,0.0,at_risk,1,,
3870,Isabel Leslie,692 Oxford Pass,Las Vegas,Nevada,89199,"Clark County, Nevada",West,2008-06-27 00:00:00,Individual,Female,59,56+,Single,1,56+,Single,692 Oxford Pass,59.0,Las Vegas,"Clark County, Nevada",Female,3870.0,Isabel Leslie,West,2008-06-27,Nevada,Individual,89199,,,,,0,,
3990,Joyce Appleton,558 Meadow Walk,Menifee,California,92584,"Riverside County, California",West,2018-11-25 00:00:00,Individual,Female,73,56+,Single,1,56+,Single,558 Meadow Walk,73.0,Menifee,"Riverside County, California",Female,3990.0,Joyce Appleton,West,2018-11-25,California,Individual,92584,,,,,0,,
4350,Lauren Donovan,180 Balfour Route,Louisville,Kentucky,40231,"Jefferson County, Kentucky",South,2017-04-24 00:00:00,Individual,Female,58,56+,Single,1,56+,Single,180 Balfour Route,58.0,Louisville,"Jefferson County, Kentucky",Female,4350.0,Lauren Donovan,South,2017-04-24,Kentucky,Individual,40231,,,,,0,,
3906,Violet Alldridge,335 Vincent Road,Sioux Falls,South Dakota,57104,"Lincoln County, South Dakota",Midwest,2018-03-24 00:00:00,Individual,Female,83,56+,Single,1,56+,Single,335 Vincent Road,83.0,Sioux Falls,"Lincoln County, South Dakota",Female,3906.0,Violet Alldridge,Midwest,2018-03-24,South Dakota,Individual,57104,,,,,0,,
3846,Francesca Morrison,335 Cephas Lane,Springfield,Massachusetts,01101,"Hampden County, Massachusetts",East,2013-03-25 00:00:00,Individual,Female,56,56+,Single,1,56+,Widowed,335 Cephas Lane,56.0,Springfield,"Hampden County, Massachusetts",Female,3846.0,Francesca Morrison,East,2013-03-25,Massachusetts,Individual,01101,10.0,11.0,0.0,platinum_member,1,,
4758,Michelle Olson,144 Catherine Street,Oakland,California,94612,"Alameda County, California",West,2017-03-23 00:00:00,Individual,Female,58,56+,Single,1,56+,Widowed,144 Catherine Street,58.0,Oakland,"Alameda County, California",Female,4758.0,Michelle Olson,West,2017-03-23,California,Individual,94612,8.0,4.0,0.0,at_risk,1,,
4566,Olivia Richardson,770 Union Rue,Duluth,Minnesota,55801,"St. Louis County, Minnesota",Midwest,2020-07-10 00:00:00,Individual,Female,58,56+,Single,1,56+,Widowed,770 Union Rue,58.0,Duluth,"St. Louis County, Minnesota",Female,4566.0,Olivia Richardson,Midwest,2020-07-10,Minnesota,Individual,55801,10.0,18.0,1.0,,1,,
4230,Gabriel Duvall,983 Walnut Street,Peoria,Illinois,61601,"Peoria County, Illinois",Midwest,2021-08-25 00:00:00,Individual,Male,56,56+,Single,1,56+,Widowed,983 Walnut Street,56.0,Peoria,"Peoria County, Illinois",Male,4230.0,Gabriel Duvall,Midwest,2021-08-25,Illinois,Individual,61601,4.0,18.0,0.0,,1,,
4470,Cara Oswald,819 Endsleigh Tunnel,Menifee,California,92584,"Riverside County, California",West,2021-01-27 00:00:00,Individual,Female,66,56+,Single,1,56+,Widowed,819 Endsleigh Tunnel,66.0,Menifee,"Riverside County, California",Female,4470.0,Cara Oswald,West,2021-01-27,California,Individual,92584,,,,,0,,
4866,Alice Ralph,355 Cecilia Vale,Montgomery,Alabama,36119,"Montgomery County, Alabama",South,2019-03-13 00:00:00,Individual,Female,58,56+,Single,1,56+,Widowed,355 Cecilia Vale,58.0,Montgomery,"Montgomery County, Alabama",Female,4866.0,Alice Ralph,South,2019-03-13,Alabama,Individual,36119,,,,,0,,
4970,Gwenyth Spencer,802 Blomfield Lane,Lewisville,Texas,75029,"Dallas County, Texas",Southwest,2014-03-13 00:00:00,Individual,Female,73,56+,Single,1,56+,Single,802 Blomfield Lane,73.0,Lewisville,"Dallas County, Texas",Female,4970.0,Gwenyth Spencer,Southwest,2014-03-13,Texas,Individual,75029,,,,,0,,
4971,Britney Hall,380 Arlington Drive,Columbus,Georgia,31908,"Muscogee County, Georgia",South,2012-01-14 00:00:00,Individual,Female,64,56+,Widowed,1,56+,Widowed,380 Arlington Drive,64.0,Columbus,"Muscogee County, Georgia",Female,4971.0,Britney Hall,South,2012-01-14,Georgia,Individual,31908,12.0,21.0,0.0,,1,,
3844,Vivian Newman,514 Aberavon Crossroad,Lawrence,Kansas,66044,"Douglas County, Kansas",Midwest,2016-03-27 00:00:00,Individual,Female,54,36-55,Married,0,36-55,Married,514 Aberavon Crossroad,54.0,Lawrence,"Douglas County, Kansas",Female,3844.0,Vivian Newman,Midwest,2016-03-27,Kansas,Individual,66044,5.0,27.0,0.0,at_risk,1,,
