Salesperson Key,Salesperson Name,Store Key,Tier,Hire Date,Employment Status,Termination Date,Tenure Years,Commission Rate
891,Scott Clark,576,Cashier,2020-02-22 00:00:00,Active,,5.65,0.0175
892,Stephen Brown,576,Cashier,2019-06-08 00:00:00,Active,,6.36,0.0175
893,Nicholas Ramirez,576,Ambassador,2024-01-01 00:00:00,Terminated,2025-03-03 00:00:00,1.79,0.025
894,Michelle Martinez,576,Ambassador,2025-07-27 00:00:00,Active,,0.22,0.02
895,Justin Turner,576,Senior Ambassador,2024-01-03 00:00:00,Terminated,2024-09-26 00:00:00,1.79,0.035
896,Jennifer Lee,576,Cashier,2024-06-13 00:00:00,Active,,1.34,0.0125
897,Scott Brown,925,Senior Ambassador,2015-06-18 00:00:00,Active,,10.33,0.045
898,Betty Gutierrez,925,Ambassador,2020-05-06 00:00:00,Active,,5.45,0.035
899,Richard Morales,925,Cashier,2021-07-27 00:00:00,Active,,4.22,0.015
900,Linda Jones,925,Cashier,2022-11-08 00:00:00,Active,,2.94,0.0125
901,Brandon Sanchez,925,Ambassador,2023-04-22 00:00:00,Active,,2.49,0.025
902,Matthew King,925,Cashier,2025-08-20 00:00:00,Active,,0.16,0.01
903,Donald Young,925,Cashier,2019-07-14 00:00:00,Active,,6.26,0.0175
904,Lisa Johnson,925,Cashier,2018-06-18 00:00:00,Terminated,2022-12-13 00:00:00,7.33,0.0175
905,Laura Thomas,925,Cashier,2013-11-14 00:00:00,Active,,11.92,0.0175
906,Edward Adams,925,Ambassador,2012-10-18 00:00:00,Terminated,2023-09-01 00:00:00,12.99,0.035
907,Larry Morris,575,Cashier,2022-09-01 00:00:00,Active,,3.12,0.015
908,Brandon Wright,575,Cashier,2013-04-24 00:00:00,Active,,12.48,0.0175
909,Joshua Williams,575,Senior Ambassador,2020-04-26 00:00:00,Active,,5.47,0.045
910,Ronald Thompson,575,Cashier,2021-10-16 00:00:00,Active,,4.0,0.015
911,Joshua Martin,575,Senior Ambassador,2012-07-03 00:00:00,Active,,13.29,0.045
912,Elizabeth Ramirez,575,Cashier,2012-08-09 00:00:00,Terminated,2014-12-21 00:00:00,13.19,0.0175
913,Jonathan Baker,575,Cashier,2024-11-17 00:00:00,Active,,0.91,0.01
914,Kenneth King,866,Ambassador,2017-03-07 00:00:00,Active,,8.61,0.035
915,Michael Rodriguez,866,Ambassador,2016-05-10 00:00:00,Active,,9.44,0.035
916,Amanda Jones,866,Ambassador,2025-07-09 00:00:00,Active,,0.27,0.02
917,Sandra Lopez,866,Cashier,2019-02-20 00:00:00,Active,,6.65,0.0175
918,Deborah Reed,866,Cashier,2025-05-18 00:00:00,Active,,0.41,0.01
919,Laura Kim,866,Cashier,2017-07-03 00:00:00,Terminated,2021-01-24 00:00:00,8.29,0.0175
920,Brian Smith,866,Ambassador,2016-10-05 00:00:00,Active,,9.03,0.035
921,Amy Lopez,866,Ambassador,2019-08-05 00:00:00,Terminated,2020-05-06 00:00:00,6.2,0.035
922,Sandra Nguyen,866,Senior Ambassador,2022-06-02 00:00:00,Active,,3.37,0.04
923,Jessica Cruz,866,Lead,2017-03-26 00:00:00,Active,,8.56,0.06
924,Jacob Wright,321,Ambassador,2015-08-15 00:00:00,Active,,10.17,0.035
925,Angela Garcia,321,Ambassador,2014-12-21 00:00:00,Terminated,2020-09-07 00:00:00,10.82,0.035
926,Donna Ortiz,321,Lead,2015-08-03 00:00:00,Terminated,2015-08-19 00:00:00,10.2,0.06
927,Betty Diaz,321,Ambassador,2025-09-25 00:00:00,Active,,0.06,0.02
928,Andrew Thomas,321,Lead,2017-04-02 00:00:00,Active,,8.54,0.06
929,Jason Gomez,321,Ambassador,2022-02-20 00:00:00,Terminated,2024-04-25 00:00:00,3.65,0.03
930,Daniel Martin,321,Ambassador,2013-03-18 00:00:00,Active,,12.58,0.035
931,Jennifer Evans,321,Lead,2017-06-20 00:00:00,Active,,8.32,0.06
932,Sandra Kelly,321,Cashier,2020-03-17 00:00:00,Active,,5.58,0.0175
933,Paul Stewart,321,Senior Ambassador,2021-01-21 00:00:00,Active,,4.73,0.04
934,Helen Garcia,321,Lead,2013-02-09 00:00:00,Active,,12.68,0.06
935,James Martinez,647,Cashier,2020-08-20 00:00:00,Active,,5.16,0.0175
936,Barbara Taylor,647,Cashier,2022-04-17 00:00:00,Terminated,2024-05-15 00:00:00,3.5,0.015
937,Gary Ramirez,647,Ambassador,2017-10-29 00:00:00,Active,,7.96,0.035
938,Nicholas Hill,647,Ambassador,2022-12-25 00:00:00,Active,,2.81,0.025
939,Deborah Allen,647,Senior Ambassador,2022-12-23 00:00:00,Active,,2.81,0.035
940,Sarah Collins,647,Cashier,2019-12-14 00:00:00,Active,,5.84,0.0175
941,Joseph Mitchell,647,Ambassador,2022-10-25 00:00:00,Active,,2.98,0.025
942,Mary Hall,974,Ambassador,2020-06-09 00:00:00,Terminated,2023-02-10 00:00:00,5.35,0.035
943,Edward Ramirez,974,Cashier,2022-04-17 00:00:00,Terminated,2025-08-26 00:00:00,3.5,0.015
944,Nicholas Murphy,974,Ambassador,2019-05-03 00:00:00,Terminated,2021-04-02 00:00:00,6.46,0.035
945,Sharon Turner,974,Cashier,2025-07-05 00:00:00,Active,,0.28,0.01
946,Shirley Morgan,974,Cashier,2012-08-23 00:00:00,Terminated,2025-04-08 00:00:00,13.15,0.0175
947,Cynthia Baker,992,Senior Ambassador,2015-01-03 00:00:00,Active,,10.78,0.045
948,Sharon Peterson,992,Senior Ambassador,2018-07-15 00:00:00,Active,,7.26,0.045
949,Donald Baker,992,Senior Ambassador,2021-03-22 00:00:00,Active,,4.57,0.04
950,Jason Phillips,992,Cashier,2020-10-24 00:00:00,Active,,4.98,0.015
951,Scott Davis,992,Cashier,2021-08-12 00:00:00,Active,,4.18,0.015
952,Edward Williams,809,Cashier,2017-01-29 00:00:00,Active,,8.71,0.0175
953,Nicholas Kelly,809,Ambassador,2014-02-04 00:00:00,Active,,11.7,0.035
954,Ashley Perez,809,Cashier,2014-08-09 00:00:00,Terminated,2015-06-22 00:00:00,11.19,0.0175
955,Eric Flores,809,Cashier,2024-03-17 00:00:00,Active,,1.58,0.0125
956,Mary Roberts,809,Lead,2019-04-07 00:00:00,Active,,6.53,0.06
957,Stephen Williams,39,Cashier,2025-01-13 00:00:00,Active,,0.76,0.01
958,Brian Edwards,39,Ambassador,2023-04-02 00:00:00,Active,,2.54,0.025
959,Helen Reed,39,Ambassador,2014-10-03 00:00:00,Active,,11.04,0.035
960,Christopher Robinson,39,Ambassador,2013-07-19 00:00:00,Active,,12.24,0.035
961,Amanda Wilson,39,Ambassador,2024-11-04 00:00:00,Active,,0.95,0.02
962,Robert Phillips,39,Senior Ambassador,2017-05-10 00:00:00,Terminated,2021-05-28 00:00:00,8.44,0.045
963,Christopher Perez,39,Senior Ambassador,2023-07-14 00:00:00,Active,,2.26,0.035
964,Joseph Moore,571,Ambassador,2023-07-15 00:00:00,Terminated,2025-05-26 00:00:00,2.26,0.025
965,Daniel White,571,Cashier,2023-05-31 00:00:00,Active,,2.38,0.0125
966,Carol Bailey,571,Cashier,2023-07-20 00:00:00,Active,,2.24,0.0125
967,John Nelson,571,Cashier,2025-07-18 00:00:00,Active,,0.25,0.01
968,Nicole Clark,571,Cashier,2023-01-12 00:00:00,Active,,2.76,0.0125
969,Rebecca Ortiz,502,Cashier,2021-10-19 00:00:00,Active,,3.99,0.015
970,Shirley Young,502,Cashier,2021-08-19 00:00:00,Active,,4.16,0.015
971,Emma Hernandez,502,Ambassador,2021-05-15 00:00:00,Active,,4.42,0.03
972,Mark Walker,502,Ambassador,2023-08-21 00:00:00,Active,,2.16,0.025
973,Kevin Cooper,502,Senior Ambassador,2022-05-22 00:00:00,Terminated,2024-09-07 00:00:00,3.4,0.04
974,Mark Carter,502,Ambassador,2024-04-03 00:00:00,Terminated,2025-03-14 00:00:00,1.54,0.025
975,Jessica Diaz,204,Ambassador,2023-10-16 00:00:00,Active,,2.0,0.025
976,Anna Thompson,204,Cashier,2017-08-03 00:00:00,Terminated,2019-11-17 00:00:00,8.2,0.0175
977,Lisa Hernandez,204,Cashier,2019-02-20 00:00:00,Active,,6.65,0.0175
978,Karen Lewis,204,Ambassador,2022-08-11 00:00:00,Active,,3.18,0.03
979,Patricia Allen,204,Cashier,2018-02-28 00:00:00,Active,,7.63,0.0175
980,Christopher Turner,204,Senior Ambassador,2020-05-07 00:00:00,Active,,5.44,0.045
981,Ronald Ward,204,Ambassador,2014-03-01 00:00:00,Terminated,2015-03-31 00:00:00,11.63,0.035
982,Donald Phillips,204,Cashier,2018-07-25 00:00:00,Active,,7.23,0.0175
983,John Ramos,204,Cashier,2021-07-09 00:00:00,Terminated,2021-09-16 00:00:00,4.27,0.015
984,Andrew Reed,821,Ambassador,2021-09-06 00:00:00,Active,,4.11,0.03
985,Gary Rivera,821,Cashier,2020-11-28 00:00:00,Active,,4.88,0.015
986,Stephen Lee,821,Cashier,2024-01-31 00:00:00,Active,,1.71,0.0125
987,Rebecca Morgan,821,Ambassador,2020-12-16 00:00:00,Active,,4.83,0.03
988,Shirley Lewis,821,Cashier,2022-03-30 00:00:00,Active,,3.55,0.015
989,Anna Turner,324,Cashier,2019-05-06 00:00:00,Active,,6.45,0.0175
990,Nicole Lopez,324,Ambassador,2019-12-07 00:00:00,Terminated,2020-09-05 00:00:00,5.86,0.035
991,Charles Diaz,324,Ambassador,2023-03-01 00:00:00,Terminated,2025-03-01 00:00:00,2.63,0.025
992,Barbara Murphy,324,Ambassador,2025-07-12 00:00:00,Active,,0.26,0.02
993,Sarah Sanchez,324,Cashier,2025-05-29 00:00:00,Active,,0.38,0.01
994,Deborah Lopez,324,Cashier,2024-09-06 00:00:00,Terminated,2025-07-03 00:00:00,1.11,0.0125
995,Amy Mitchell,674,Ambassador,2016-01-02 00:00:00,Active,,9.79,0.035
996,Brian Adams,674,Senior Ambassador,2023-01-17 00:00:00,Active,,2.75,0.035
997,Barbara Gomez,674,Ambassador,2025-05-12 00:00:00,Active,,0.43,0.02
998,Eric Hernandez,674,Ambassador,2023-10-28 00:00:00,Active,,1.97,0.025
999,Ronald Nelson,674,Cashier,2014-12-27 00:00:00,Active,,10.8,0.0175
1000,Thomas Ward,674,Ambassador,2021-02-16 00:00:00,Active,,4.66,0.03
1001,Joshua Lewis,674,Ambassador,2021-12-21 00:00:00,Active,,3.82,0.03
1002,Deborah Ward,674,Cashier,2024-01-28 00:00:00,Active,,1.72,0.0125
1003,Brandon Ramos,674,Lead,2019-11-23 00:00:00,Active,,5.9,0.06
1004,Jennifer Smith,674,Senior Ambassador,2020-01-09 00:00:00,Active,,5.77,0.045
1005,Anthony Morgan,674,Ambassador,2018-05-27 00:00:00,Terminated,2023-06-13 00:00:00,7.39,0.035
1006,Paul Torres,674,Cashier,2020-02-01 00:00:00,Active,,5.71,0.0175
1007,Nicole Miller,591,Senior Ambassador,2011-08-12 00:00:00,Active,,14.18,0.045
1008,Nicole Johnson,591,Lead,2011-11-29 00:00:00,Active,,13.88,0.06
1009,Matthew Morgan,591,Senior Ambassador,2016-11-19 00:00:00,Terminated,2023-04-22 00:00:00,8.91,0.045
1010,Nancy Peterson,591,Cashier,2020-07-25 00:00:00,Active,,5.23,0.0175
1011,Betty Jackson,591,Cashier,2019-05-30 00:00:00,Active,,6.38,0.0175
1012,Elizabeth Carter,591,Senior Ambassador,2024-03-25 00:00:00,Terminated,2025-01-09 00:00:00,1.56,0.035
1013,Jason Smith,591,Ambassador,2013-09-01 00:00:00,Terminated,2021-11-01 00:00:00,12.12,0.035
1014,James Rogers,591,Lead,2020-01-22 00:00:00,Active,,5.73,0.06
1015,Cynthia Taylor,591,Cashier,2025-08-16 00:00:00,Active,,0.17,0.01
1016,Eric Green,591,Cashier,2014-04-23 00:00:00,Terminated,2021-03-26 00:00:00,11.48,0.0175
1017,Steven Morris,281,Cashier,2024-11-04 00:00:00,Active,,0.95,0.01
1018,Michael Wright,281,Cashier,2021-10-21 00:00:00,Active,,3.99,0.015
1019,Pamela Smith,281,Cashier,2022-08-15 00:00:00,Active,,3.17,0.015
1020,Donna White,281,Lead,2022-07-21 00:00:00,Active,,3.24,0.05
1021,Scott Perez,281,Cashier,2020-11-04 00:00:00,Active,,4.95,0.015
1022,Ashley Anderson,281,Cashier,2024-02-10 00:00:00,Active,,1.68,0.0125
1023,Jennifer Turner,281,Cashier,2020-08-18 00:00:00,Active,,5.16,0.0175
1024,Joshua Hill,281,Cashier,2022-06-07 00:00:00,Terminated,2025-08-12 00:00:00,3.36,0.015
1025,Timothy Edwards,281,Ambassador,2024-05-20 00:00:00,Active,,1.41,0.025
1026,Justin Garcia,281,Ambassador,2021-07-21 00:00:00,Active,,4.24,0.03
1027,Brian Gonzalez,790,Senior Ambassador,2019-02-17 00:00:00,Terminated,2022-08-26 00:00:00,6.66,0.045
1028,Thomas Clark,790,Lead,2017-06-30 00:00:00,Active,,8.3,0.06
1029,Richard Robinson,790,Senior Ambassador,2017-09-02 00:00:00,Active,,8.12,0.045
1030,Michelle Evans,790,Ambassador,2022-04-13 00:00:00,Active,,3.51,0.03
1031,Amy Hall,790,Senior Ambassador,2016-09-13 00:00:00,Active,,9.09,0.045
1032,Kathleen Walker,815,Ambassador,2023-02-02 00:00:00,Active,,2.7,0.025
1033,Edward Cruz,815,Cashier,2024-05-15 00:00:00,Terminated,2024-05-19 00:00:00,1.42,0.0125
1034,Daniel Cruz,815,Ambassador,2018-08-15 00:00:00,Active,,7.17,0.035
1035,Betty Martin,815,Ambassador,2020-06-04 00:00:00,Active,,5.37,0.035
1036,Andrew Roberts,815,Cashier,2022-05-15 00:00:00,Active,,3.42,0.015
1037,Jonathan Thompson,815,Senior Ambassador,2021-02-01 00:00:00,Terminated,2023-06-04 00:00:00,4.7,0.04
1038,Barbara Williams,815,Lead,2021-11-01 00:00:00,Active,,3.96,0.05
1039,Jessica Martinez,815,Lead,2019-08-08 00:00:00,Active,,6.19,0.06
1040,Mark Kelly,254,Cashier,2024-03-08 00:00:00,Active,,1.61,0.0125
1041,Rebecca Parker,254,Cashier,2024-04-25 00:00:00,Active,,1.48,0.0125
1042,Kimberly Young,254,Cashier,2019-11-16 00:00:00,Active,,5.92,0.0175
1043,Angela Phillips,254,Cashier,2025-06-07 00:00:00,Active,,0.36,0.01
1044,Cynthia Kelly,254,Ambassador,2018-11-22 00:00:00,Active,,6.9,0.035
1045,Cynthia Evans,254,Ambassador,2022-05-14 00:00:00,Active,,3.43,0.03
1046,Shirley Ramos,254,Cashier,2019-06-22 00:00:00,Active,,6.32,0.0175
1047,Melissa Richardson,254,Cashier,2021-04-13 00:00:00,Active,,4.51,0.015
1048,Elizabeth Lewis,911,Cashier,2023-07-12 00:00:00,Active,,2.26,0.0125
1049,Carol Wilson,911,Ambassador,2025-07-21 00:00:00,Active,,0.24,0.02
1050,George Flores,911,Cashier,2024-08-18 00:00:00,Terminated,2025-03-17 00:00:00,1.16,0.0125
1051,Kevin Rodriguez,911,Ambassador,2024-03-18 00:00:00,Active,,1.58,0.025
1052,Joseph Walker,911,Senior Ambassador,2023-10-30 00:00:00,Active,,1.96,0.035
1053,Jason King,911,Cashier,2019-09-24 00:00:00,Terminated,2022-09-12 00:00:00,6.06,0.0175
1054,Timothy Thompson,911,Cashier,2021-04-26 00:00:00,Active,,4.47,0.015
1055,Michelle Morales,911,Ambassador,2020-03-27 00:00:00,Active,,5.56,0.035
1056,Richard Edwards,911,Ambassador,2025-05-11 00:00:00,Active,,0.43,0.02
1057,Sarah Richardson,911,Senior Ambassador,2023-06-26 00:00:00,Active,,2.31,0.035
1058,Cynthia Anderson,911,Cashier,2023-05-20 00:00:00,Active,,2.41,0.0125
1059,Brandon Ramirez,806,Ambassador,2021-04-09 00:00:00,Active,,4.52,0.03
1060,Larry Adams,806,Ambassador,2020-12-25 00:00:00,Active,,4.81,0.03
1061,Jeffrey Edwards,806,Cashier,2019-04-26 00:00:00,Terminated,2025-06-26 00:00:00,6.48,0.0175
1062,Karen Baker,806,Ambassador,2022-02-01 00:00:00,Active,,3.7,0.03
1063,Kimberly Martin,806,Ambassador,2019-07-13 00:00:00,Active,,6.26,0.035
1064,Susan Johnson,806,Cashier,2023-09-29 00:00:00,Terminated,2023-12-07 00:00:00,2.05,0.0125
1065,George Ortiz,806,Ambassador,2018-02-07 00:00:00,Active,,7.69,0.035
1066,Paul Young,806,Senior Ambassador,2015-10-04 00:00:00,Active,,10.03,0.045
1067,Emma Rodriguez,806,Cashier,2016-10-06 00:00:00,Terminated,2019-11-10 00:00:00,9.03,0.0175
1068,Sandra White,806,Senior Ambassador,2016-11-15 00:00:00,Active,,8.92,0.045
1069,Kathleen Thompson,806,Ambassador,2017-08-12 00:00:00,Active,,8.18,0.035
1070,Anna Richardson,56,Cashier,2019-06-17 00:00:00,Active,,6.33,0.0175
1071,Jessica Scott,56,Lead,2020-04-27 00:00:00,Active,,5.47,0.06
1072,Lisa Mitchell,56,Ambassador,2024-01-18 00:00:00,Active,,1.74,0.025
1073,William Campbell,56,Ambassador,2024-04-05 00:00:00,Active,,1.53,0.025
1074,Richard Parker,56,Cashier,2019-08-29 00:00:00,Active,,6.13,0.0175
1075,Jacob Thomas,979,Cashier,2015-04-27 00:00:00,Active,,10.47,0.0175
1076,Pamela Ramirez,979,Lead,2022-01-12 00:00:00,Terminated,2023-07-02 00:00:00,3.76,0.05
1077,Laura Ortiz,979,Lead,2021-09-12 00:00:00,Terminated,2025-03-18 00:00:00,4.09,0.05
1078,Joshua Wright,979,Senior Ambassador,2018-08-25 00:00:00,Terminated,2018-11-10 00:00:00,7.14,0.045
1079,Joshua Taylor,979,Cashier,2014-08-23 00:00:00,Active,,11.15,0.0175
1080,Laura Johnson,979,Cashier,2018-05-09 00:00:00,Active,,7.44,0.0175
1081,Helen Green,979,Senior Ambassador,2023-07-19 00:00:00,Terminated,2024-10-22 00:00:00,2.25,0.035
1082,Deborah Bailey,979,Cashier,2014-05-10 00:00:00,Active,,11.44,0.0175
1083,Nicholas Evans,979,Ambassador,2020-09-01 00:00:00,Active,,5.12,0.035
1084,Kathleen Lee,979,Ambassador,2020-04-29 00:00:00,Active,,5.47,0.035
1085,Carol Reed,550,Cashier,2014-02-07 00:00:00,Terminated,2021-10-03 00:00:00,11.69,0.0175
1086,Jacob Mitchell,550,Cashier,2014-07-26 00:00:00,Active,,11.23,0.0175
1087,Andrew Richardson,550,Cashier,2018-04-19 00:00:00,Active,,7.49,0.0175
1088,Scott Allen,550,Ambassador,2023-11-12 00:00:00,Active,,1.93,0.025
1089,Susan Richardson,550,Cashier,2014-03-31 00:00:00,Active,,11.55,0.0175
1090,Brian Morales,550,Senior Ambassador,2024-09-15 00:00:00,Terminated,2025-02-04 00:00:00,1.08,0.035
1091,John Morgan,550,Ambassador,2025-07-03 00:00:00,Active,,0.29,0.02
1092,Donald White,550,Ambassador,2025-04-08 00:00:00,Active,,0.52,0.02
1093,Charles Richardson,402,Cashier,2013-06-14 00:00:00,Terminated,2019-05-16 00:00:00,12.34,0.0175
1094,Linda Ortiz,402,Cashier,2023-03-13 00:00:00,Active,,2.6,0.0125
1095,Sandra Bailey,402,Ambassador,2017-08-05 00:00:00,Active,,8.2,0.035
1096,Joseph Murphy,402,Cashier,2021-09-09 00:00:00,Terminated,2025-10-15 00:00:00,4.1,0.015
1097,Kimberly Ramos,402,Cashier,2017-12-28 00:00:00,Terminated,2024-10-22 00:00:00,7.8,0.0175
1098,Brandon Thompson,473,Ambassador,2013-07-14 00:00:00,Active,,12.26,0.035
1099,Joseph Cruz,473,Cashier,2021-03-14 00:00:00,Active,,4.59,0.015
1100,Kathleen Rogers,473,Ambassador,2023-12-19 00:00:00,Active,,1.83,0.025
1101,Kevin Perez,473,Cashier,2013-12-15 00:00:00,Terminated,2020-07-10 00:00:00,11.84,0.0175
1102,Joseph Lee,473,Cashier,2014-12-24 00:00:00,Active,,10.81,0.0175
1103,Joshua White,473,Cashier,2015-02-08 00:00:00,Terminated,2023-04-18 00:00:00,10.69,0.0175
1104,Dorothy Gutierrez,473,Cashier,2023-01-22 00:00:00,Active,,2.73,0.0125
1105,Jennifer Cooper,473,Cashier,2014-04-30 00:00:00,Terminated,2024-03-01 00:00:00,11.46,0.0175
1106,Anna Ortiz,473,Ambassador,2017-11-09 00:00:00,Active,,7.93,0.035
1107,Thomas Hernandez,473,Cashier,2013-11-12 00:00:00,Active,,11.93,0.0175
1108,Nancy Cruz,288,Cashier,2022-01-03 00:00:00,Active,,3.78,0.015
1109,Brian Collins,288,Ambassador,2020-12-20 00:00:00,Active,,4.82,0.03
1110,Kathleen Scott,288,Cashier,2025-10-10 00:00:00,Active,,0.02,0.01
1111,Jennifer Hernandez,288,Cashier,2017-11-15 00:00:00,Active,,7.92,0.0175
1112,Shirley Harris,288,Senior Ambassador,2024-08-20 00:00:00,Active,,1.16,0.035
1113,Paul Howard,610,Ambassador,2023-03-08 00:00:00,Active,,2.61,0.025
1114,Nicholas Jackson,610,Ambassador,2018-07-17 00:00:00,Active,,7.25,0.035
1115,Melissa Jones,610,Cashier,2022-08-21 00:00:00,Active,,3.15,0.015
1116,Steven Ramos,610,Cashier,2017-01-13 00:00:00,Terminated,2020-12-04 00:00:00,8.76,0.0175
1117,Thomas Lewis,610,Ambassador,2021-06-26 00:00:00,Terminated,2024-03-16 00:00:00,4.31,0.03
1118,Daniel Gonzalez,67,Senior Ambassador,2021-05-10 00:00:00,Active,,4.44,0.04
1119,Margaret Clark,67,Ambassador,2020-09-17 00:00:00,Active,,5.08,0.035
1120,Amanda Harris,67,Cashier,2018-11-04 00:00:00,Active,,6.95,0.0175
1121,Michelle Lewis,67,Ambassador,2022-05-01 00:00:00,Active,,3.46,0.03
1122,Edward Kim,67,Cashier,2024-07-14 00:00:00,Active,,1.26,0.0125
1123,Scott Cook,67,Lead,2019-09-24 00:00:00,Active,,6.06,0.06
1124,Ryan Williams,67,Lead,2020-09-02 00:00:00,Terminated,2024-04-26 00:00:00,5.12,0.06
1125,Mark Perez,67,Cashier,2018-09-02 00:00:00,Terminated,2024-06-28 00:00:00,7.12,0.0175
1126,Mark Martinez,89,Lead,2017-04-29 00:00:00,Active,,8.47,0.06
1127,Sarah Flores,89,Cashier,2023-08-12 00:00:00,Terminated,2024-10-17 00:00:00,2.18,0.0125
1128,Ronald Moore,89,Ambassador,2017-07-30 00:00:00,Active,,8.21,0.035
1129,David Cook,89,Cashier,2017-08-22 00:00:00,Active,,8.15,0.0175
1130,Justin Richardson,89,Cashier,2024-04-22 00:00:00,Active,,1.48,0.0125
1131,Elizabeth Morgan,89,Senior Ambassador,2017-09-18 00:00:00,Active,,8.08,0.045
1132,Deborah Morgan,89,Cashier,2019-01-24 00:00:00,Terminated,2019-10-31 00:00:00,6.73,0.0175
1133,Cynthia Peterson,89,Cashier,2025-08-23 00:00:00,Active,,0.15,0.01
1134,George Phillips,89,Cashier,2017-09-25 00:00:00,Active,,8.06,0.0175
1135,Michael King,89,Cashier,2025-05-24 00:00:00,Terminated,2025-08-20 00:00:00,0.4,0.01
1136,Sandra Collins,89,Cashier,2016-03-01 00:00:00,Active,,9.63,0.0175
1137,Jennifer Rodriguez,898,Cashier,2019-09-08 00:00:00,Active,,6.11,0.0175
1138,Stephanie White,898,Cashier,2020-02-03 00:00:00,Terminated,2025-10-13 00:00:00,5.7,0.0175
1139,Timothy King,898,Ambassador,2025-10-02 00:00:00,Active,,0.04,0.02
1140,Rebecca Jackson,898,Cashier,2025-08-28 00:00:00,Active,,0.13,0.01
1141,Emily Morales,898,Cashier,2020-11-26 00:00:00,Active,,4.89,0.015
1142,Laura Smith,21,Cashier,2021-04-24 00:00:00,Active,,4.48,0.015
1143,Justin Carter,21,Senior Ambassador,2022-02-06 00:00:00,Active,,3.69,0.04
1144,James Lewis,21,Cashier,2024-12-22 00:00:00,Terminated,2025-07-18 00:00:00,0.82,0.01
1145,Pamela Martin,21,Senior Ambassador,2021-04-30 00:00:00,Active,,4.46,0.04
1146,Larry Ramos,21,Cashier,2019-01-08 00:00:00,Active,,6.77,0.0175
1147,Nicole Allen,594,Cashier,2019-04-19 00:00:00,Active,,6.49,0.0175
1148,Scott Gonzalez,594,Ambassador,2023-10-22 00:00:00,Terminated,2025-06-15 00:00:00,1.99,0.025
1149,Jennifer Phillips,594,Cashier,2021-12-03 00:00:00,Terminated,2023-02-14 00:00:00,3.87,0.015
1150,Karen Roberts,594,Senior Ambassador,2020-05-18 00:00:00,Terminated,2021-05-16 00:00:00,5.41,0.045
1151,Ryan Cooper,594,Cashier,2019-04-14 00:00:00,Active,,6.51,0.0175
1152,Nancy Martin,594,Cashier,2022-09-04 00:00:00,Active,,3.12,0.015
1153,Brandon Martin,594,Cashier,2024-11-28 00:00:00,Active,,0.88,0.01
1154,Karen Allen,594,Cashier,2021-12-27 00:00:00,Active,,3.8,0.015
1155,Emma Cruz,594,Lead,2018-01-19 00:00:00,Active,,7.74,0.06
1156,George Hernandez,71,Cashier,2024-05-16 00:00:00,Terminated,2025-03-03 00:00:00,1.42,0.0125
1157,Angela Stewart,71,Senior Ambassador,2018-12-05 00:00:00,Active,,6.86,0.045
1158,Anna King,71,Cashier,2017-06-19 00:00:00,Terminated,2019-07-19 00:00:00,8.33,0.0175
1159,Brandon Jones,71,Ambassador,2021-06-12 00:00:00,Terminated,2024-01-06 00:00:00,4.35,0.03
1160,Emma Diaz,71,Lead,2012-06-19 00:00:00,Active,,13.33,0.06
1161,Emily Murphy,71,Cashier,2015-01-01 00:00:00,Terminated,2016-10-18 00:00:00,10.79,0.0175
1162,Lisa Ramos,71,Ambassador,2016-11-05 00:00:00,Terminated,2022-07-01 00:00:00,8.95,0.035
1163,Kenneth Gomez,71,Senior Ambassador,2013-10-22 00:00:00,Terminated,2017-12-15 00:00:00,11.98,0.045
1164,Anthony Hernandez,71,Ambassador,2015-09-09 00:00:00,Terminated,2018-01-21 00:00:00,10.1,0.035
1165,Mark Rodriguez,71,Cashier,2021-10-21 00:00:00,Active,,3.99,0.015
1166,Paul Evans,71,Cashier,2023-09-09 00:00:00,Active,,2.1,0.0125
1167,Larry Robinson,222,Ambassador,2022-02-10 00:00:00,Active,,3.68,0.03
1168,William Ramirez,222,Cashier,2020-06-19 00:00:00,Active,,5.33,0.0175
1169,Susan Robinson,222,Ambassador,2022-05-26 00:00:00,Active,,3.39,0.03
1170,Jason Roberts,222,Cashier,2021-05-03 00:00:00,Active,,4.45,0.015
1171,Michelle Morris,222,Cashier,2022-11-27 00:00:00,Terminated,2024-05-16 00:00:00,2.89,0.0125
1172,George Kim,222,Ambassador,2023-07-12 00:00:00,Terminated,2025-06-11 00:00:00,2.26,0.025
1173,David Campbell,222,Cashier,2021-04-01 00:00:00,Active,,4.54,0.015
1174,Ashley Flores,222,Ambassador,2021-09-24 00:00:00,Terminated,2024-11-10 00:00:00,4.06,0.03
1175,Carol Flores,222,Cashier,2020-06-28 00:00:00,Active,,5.3,0.0175
1176,Stephen White,222,Cashier,2024-12-02 00:00:00,Active,,0.87,0.01
1177,Stephanie Green,770,Senior Ambassador,2021-03-05 00:00:00,Terminated,2021-07-05 00:00:00,4.62,0.04
1178,Stephen Martinez,770,Ambassador,2022-11-04 00:00:00,Terminated,2025-01-19 00:00:00,2.95,0.025
1179,Betty Parker,770,Cashier,2020-07-03 00:00:00,Active,,5.29,0.0175
1180,Anthony Richardson,770,Ambassador,2024-08-02 00:00:00,Active,,1.21,0.025
1181,Emma Perez,770,Cashier,2025-08-24 00:00:00,Terminated,2025-10-10 00:00:00,0.15,0.01
1182,Mark Scott,770,Cashier,2020-11-08 00:00:00,Terminated,2025-06-25 00:00:00,4.94,0.015
